,,,,,,,,
,,,,,,,,
CLICLO,Ponto,BAIRRO,OCORRÊNCIAS,Total,% ,,,
2 BI,ABRIGOS,BUTANTA,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,BUTANTA,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,BUTANTA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,1,"0,02%",,,
2 BI,ABRIGOS,BUTANTA,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,BUTANTA,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,BUTANTA,ELÉTRICA - FIAÇÃO EXPOSTA,1,"0,02%",,,
2 BI,ABRIGOS,BUTANTA,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,BUTANTA,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,BUTANTA,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,BUTANTA,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,BUTANTA,COBERTURA - DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,CACHOEIRINHA,VIDRO - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,VIDRO - QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,VIDRO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,VIDRO - COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,TOTEM - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,TOTEM - COM COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,PISO - PODOTATIL AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ITINERARIO - DANIFICADO PARCIALMENTE,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ITINERARIO - AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,CACHOEIRINHA,COBERTURA - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,VIDRO - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,VIDRO - QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,VIDRO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,VIDRO - COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,TOTEM - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,TOTEM - COM COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,PISO - PODOTATIL AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ITINERARIO - DANIFICADO PARCIALMENTE,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ITINERARIO - AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,CONSOLACAO,COBERTURA - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,VIDRO - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,VIDRO - QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,VIDRO - PICHAÇÃO,1,"0,02%",,,
2 BI,ABRIGOS,JAGUARA,VIDRO - COLAGEM,1,"0,02%",,,
2 BI,ABRIGOS,JAGUARA,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,TOTEM - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,TOTEM - COM COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,PISO - PODOTATIL AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ITINERARIO - DANIFICADO PARCIALMENTE,1,"0,02%",,,
2 BI,ABRIGOS,JAGUARA,ITINERARIO - AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,JAGUARA,COBERTURA - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,VIDRO - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,VIDRO - QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,VIDRO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,VIDRO - COLAGEM,3,"0,07%",,,
2 BI,ABRIGOS,JAGUARE,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,TOTEM - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,TOTEM - COM COLAGEM,1,"0,02%",,,
2 BI,ABRIGOS,JAGUARE,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,PISO - SUJO,3,"0,07%",,,
2 BI,ABRIGOS,JAGUARE,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,PISO - PODOTATIL AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ITINERARIO - PICTOGRAMA DANIFICADO,1,"0,02%",,,
2 BI,ABRIGOS,JAGUARE,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ITINERARIO - DANIFICADO PARCIALMENTE,3,"0,07%",,,
2 BI,ABRIGOS,JAGUARE,ITINERARIO - AUSENTE,2,"0,05%",,,
2 BI,ABRIGOS,JAGUARE,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,JAGUARE,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ESTRUTURA ABRIGO - BANCO PICHADO,1,"0,02%",,,
2 BI,ABRIGOS,JAGUARE,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,JAGUARE,COBERTURA - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,VIDRO - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,VIDRO - QUEBRADO,1,"0,02%",,,
2 BI,ABRIGOS,JARAGUA,VIDRO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,VIDRO - COLAGEM,21,"0,52%",,,
2 BI,ABRIGOS,JARAGUA,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,TOTEM - PICHAÇÃO,1,"0,02%",,,
2 BI,ABRIGOS,JARAGUA,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,TOTEM - COM COLAGEM,1,"0,02%",,,
2 BI,ABRIGOS,JARAGUA,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,PISO - PODOTATIL DANIFICADO,2,"0,05%",,,
2 BI,ABRIGOS,JARAGUA,PISO - PODOTATIL AUSENTE,1,"0,02%",,,
2 BI,ABRIGOS,JARAGUA,PISO - ENTORNO INADEQUADO,2,"0,05%",,,
2 BI,ABRIGOS,JARAGUA,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,ITINERARIO - PICTOGRAMA DANIFICADO,1,"0,02%",,,
2 BI,ABRIGOS,JARAGUA,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,ITINERARIO - DANIFICADO PARCIALMENTE,10,"0,25%",,,
2 BI,ABRIGOS,JARAGUA,ITINERARIO - AUSENTE,11,"0,27%",,,
2 BI,ABRIGOS,JARAGUA,ESTRUTURA ABRIGO - SUJO,1,"0,02%",,,
2 BI,ABRIGOS,JARAGUA,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,ESTRUTURA ABRIGO - PICHAÇÃO,1,"0,02%",,,
2 BI,ABRIGOS,JARAGUA,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,ESTRUTURA ABRIGO - COLAGEM,11,"0,27%",,,
2 BI,ABRIGOS,JARAGUA,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,ESTRUTURA ABRIGO - BANCO PICHADO,5,"0,12%",,,
2 BI,ABRIGOS,JARAGUA,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,3,"0,07%",,,
2 BI,ABRIGOS,JARAGUA,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,ELÉTRICA - FIAÇÃO EXPOSTA,4,"0,10%",,,
2 BI,ABRIGOS,JARAGUA,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,1,"0,02%",,,
2 BI,ABRIGOS,JARAGUA,COBERTURA - SUJA,1,"0,02%",,,
2 BI,ABRIGOS,JARAGUA,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,JARAGUA,COBERTURA - DANIFICADA,3,"0,07%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,VIDRO - RISCADO,1,"0,02%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,VIDRO - QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,VIDRO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,VIDRO - COLAGEM,1,"0,02%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,TOTEM - PICHAÇÃO,1,"0,02%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,TOTEM - COM COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,PISO - PODOTATIL DANIFICADO,1,"0,02%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,PISO - PODOTATIL AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,PAINEL - VIDRO QUEBRADO,1,"0,02%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ITINERARIO - PICTOGRAMA DANIFICADO,1,"0,02%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ITINERARIO - DANIFICADO PARCIALMENTE,2,"0,05%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ITINERARIO - AUSENTE,2,"0,05%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,JARDIM PAULISTA,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
