,,,,,,
,,,,,,
,Ponto,FILIAL,BAIRRO,OCORRÊNCIAS,Total,% 
,ABRIGOS,FILIAL SUL,RIO PEQUENO,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ELÉTRICA  FIAÇÃO EXPOSTA,1,"0,06%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ESTRUTURA ABRIGO  COLAGEM,1,"0,06%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ESTRUTURA ABRIGO  PICHAÇÃO,1,"0,06%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ITINERARIO  AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ITINERARIO  DANIFICADO PARCIALMENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,PAINEL  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,PISO  ENTORNO INADEQUADO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,PISO  PODOTATIL AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,TOTEM  COM COLAGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,PISO  PODOTATIL DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,PISO  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,TOTEM  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,TOTEM  RISCADO,1,"0,06%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,TOTEM  RISCADO/DANIFICADO,1,"0,06%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,VIDRO  QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,VIDRO  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,VIDRO  RESINA,,"0,00%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,VIDRO  RISCADO,1,"0,06%"
,ABRIGOS,FILIAL SUL,RIO PEQUENO,VIDROS  COLAGEM,1,"0,06%"
,ABRIGOS,FILIAL SUL,SACOMA,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,COBERTURA  DANIFICADA,2,"0,12%"
,ABRIGOS,FILIAL SUL,SACOMA,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,COBERTURA  INFILTRAÇÃO,1,"0,06%"
,ABRIGOS,FILIAL SUL,SACOMA,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,ELÉTRICA  LUMINÁRIA ACESA DE DIA,1,"0,06%"
,ABRIGOS,FILIAL SUL,SACOMA,ELÉTRICA  LUMINÁRIA AUSENTE,1,"0,06%"
,ABRIGOS,FILIAL SUL,SACOMA,ELÉTRICA  LUMINÁRIA DANIFICADA,1,"0,06%"
,ABRIGOS,FILIAL SUL,SACOMA,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  COLAGEM,2,"0,12%"
,ABRIGOS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  SPIDER,2,"0,12%"
,ABRIGOS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,ITINERARIO  AUSENTE,3,"0,18%"
,ABRIGOS,FILIAL SUL,SACOMA,ITINERARIO  DANIFICADO PARCIALMENTE,3,"0,18%"
,ABRIGOS,FILIAL SUL,SACOMA,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,PAINEL  FERRUGEM,1,"0,06%"
,ABRIGOS,FILIAL SUL,SACOMA,PAINEL  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,PISO  ENTORNO INADEQUADO,1,"0,06%"
,ABRIGOS,FILIAL SUL,SACOMA,PISO  PODOTATIL AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,TOTEM  COM COLAGEM,2,"0,12%"
,ABRIGOS,FILIAL SUL,SACOMA,PISO  PODOTATIL DANIFICADO,1,"0,06%"
,ABRIGOS,FILIAL SUL,SACOMA,PISO  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,TOTEM  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,VIDRO  QUEBRADO,2,"0,12%"
,ABRIGOS,FILIAL SUL,SACOMA,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,VIDRO  PICHAÇÃO,3,"0,18%"
,ABRIGOS,FILIAL SUL,SACOMA,VIDRO  RESINA,,"0,00%"
,ABRIGOS,FILIAL SUL,SACOMA,VIDRO  RISCADO,1,"0,06%"
,ABRIGOS,FILIAL SUL,SACOMA,VIDROS  COLAGEM,11,"0,66%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,COBERTURA  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ITINERARIO  AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ITINERARIO  DANIFICADO PARCIALMENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,PAINEL  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,PISO  ENTORNO INADEQUADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,PISO  PODOTATIL AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,TOTEM  COM COLAGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,PISO  PODOTATIL DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,PISO  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,TOTEM  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,VIDRO  QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,VIDRO  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,VIDRO  RESINA,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,VIDRO  RISCADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SANTO AMARO,VIDROS  COLAGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,COBERTURA  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ELÉTRICA  LUMINÁRIA ACESA DE DIA,6,"0,36%"
,ABRIGOS,FILIAL SUL,SAUDE,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,ITINERARIO  AUSENTE,8,"0,48%"
,ABRIGOS,FILIAL SUL,SAUDE,ITINERARIO  DANIFICADO PARCIALMENTE,13,"0,79%"
,ABRIGOS,FILIAL SUL,SAUDE,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,PAINEL  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,PAINEL  ILUMINADO DE DIA,1,"0,06%"
,ABRIGOS,FILIAL SUL,SAUDE,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,PISO  ENTORNO INADEQUADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,PISO  PODOTATIL AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,TOTEM  COM COLAGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,PISO  PODOTATIL DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,PISO  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,TOTEM  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,VIDRO  QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,VIDRO  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,VIDRO  RESINA,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,VIDRO  RISCADO,,"0,00%"
,ABRIGOS,FILIAL SUL,SAUDE,VIDROS  COLAGEM,1,"0,06%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,COBERTURA  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ELÉTRICA  LUMINÁRIA ACESA DE DIA,3,"0,18%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ELÉTRICA  LUMINÁRIA AUSENTE,3,"0,18%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ELÉTRICA  LUMINÁRIA DANIFICADA,2,"0,12%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  BANCO PICHADO,1,"0,06%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  BANCO QUEBRADO,3,"0,18%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ITINERARIO  AUSENTE,10,"0,60%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ITINERARIO  DANIFICADO PARCIALMENTE,18,"1,09%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,PAINEL  SUJO,1,"0,06%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,PISO  ENTORNO INADEQUADO,1,"0,06%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,PISO  PODOTATIL AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,TOTEM  COM COLAGEM,2,"0,12%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,PISO  PODOTATIL DANIFICADO,2,"0,12%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,PISO  SUJO,1,"0,06%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,TOTEM  PICHAÇÃO,1,"0,06%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,VIDRO  QUEBRADO,1,"0,06%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,VIDRO  PICHAÇÃO,2,"0,12%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,VIDRO  RESINA,4,"0,24%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,VIDRO  RISCADO,1,"0,06%"
,ABRIGOS,FILIAL SUL,VILA MARIANA,VIDROS  COLAGEM,9,"0,54%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,COBERTURA  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,1,"0,06%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  FIAÇÃO EXPOSTA,3,"0,18%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  LUMINÁRIA ACESA DE DIA,11,"0,66%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  LUMINÁRIA DANIFICADA,1,"0,06%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  PICHAÇÃO,1,"0,06%"
