FILIAL,DATA,SEMANA,ORIGEM,COD. ELERO,PRIMARY KEY,CODIGO SPTRANS,EQUIPAMENTO,OCORRÊNCIA,STATUS,CONCLUIDO,PENDENTE,PORCENTAGEM ATENDIMENTO,DATA DE RESPOSTA,SLA,EQUIP - RESUMO,INDICE,DIAS EM ABERTO
LESTE,31/01/2025,5,SAC,T07261,310008062,310008062,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,07/02/2025,,TOTEM,500,
LESTE,31/01/2025,5,COP,A05840,350002307-1,350002307,BRUTALISTA LEVE,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,10/02/2025,,ABRIGO,501,
SUL,31/01/2025,5,SAC,T10561,720011916,720011916,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,07/02/2025,,TOTEM,502,
SUL,31/01/2025,5,COP,T08347,VERIFICAR,420013198,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,07/02/2025,,TOTEM,503,
SUL,31/01/2025,5,LIDIA,A08762,720015733-1,720015733,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,ABRIGO,504,
SUL,31/01/2025,5,LIDIA,A08754,340015735-1,340015735,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,ABRIGO,505,
SUL,31/01/2025,5,LIDIA,A08756,340015736-1,340015736,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,ABRIGO,506,
SUL,31/01/2025,5,LIDIA,A08758,720015734-1,720015734,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,ABRIGO,507,
LESTE,31/01/2025,5,SAC,A01746,7014505-1,7014505,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,26/02/2025,,ABRIGO,508,
LESTE,31/01/2025,5,SAC,A01750,910800-1,910800,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,18/02/2025,,ABRIGO,509,
SUL,31/01/2025,5,SAC,T01169,690006906,690006906,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,05/02/2025,,TOTEM,510,
SUL,31/01/2025,5,SAC,T01168,690006904,690006904,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,05/02/2025,,TOTEM,511,
SUL,31/01/2025,5,SAC,A04558,810009907,810009907,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,05/02/2025,,ABRIGO,512,
MATRIZ,31/01/2025,5,SAC,A05035,830003846,830003846,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,05/02/2025,,ABRIGO,513,
SUL,31/01/2025,5,LIDIA,T00022,6311344,6311344,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,TOTEM,514,
MATRIZ,31/01/2025,5,SAC,A03092,410003480,410003480,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,05/02/2025,,ABRIGO,515,
SUL,01/02/2025,5,COP,T10280,VERIFICAR,690011111,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,05/02/2025,,TOTEM,516,
LESTE,02/02/2025,6,COP,A08295,750012276,750012276,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,07/02/2025,,ABRIGO,517,
MATRIZ,03/02/2025,6,COP,A07784,340015339-1,340015339,CAOS LEVE,BANCO DANIFICADO,CONCLUIDO,1,0,100%,05/02/2025,,ABRIGO,518,
MATRIZ,03/02/2025,6,COP,A00225,120011458,120011458,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,07/02/2025,,ABRIGO,519,
MATRIZ,03/02/2025,6,LIDIA,A02253,110001156,110001156,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,14/02/2025,,ABRIGO,520,
SUL,03/02/2025,6,LIDIA,T08371,420013091,420013091,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,TOTEM,521,
SUL,03/02/2025,6,LIDIA,T19234,420013090,420013090,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,TOTEM,522,
SUL,03/02/2025,6,LIDIA,T08369,420013089,420013089,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,TOTEM,523,
LESTE,03/02/2025,6,COP,A02511,740006730,740006730,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,14/02/2025,,ABRIGO,524,
MATRIZ,04/02/2025,6,SAC,A06755,9607451-1,9607451,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,06/03/2025,,ABRIGO,525,
SUL,04/02/2025,6,COP,T06793,VERIFICAR,270006938,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,13/02/2025,,TOTEM,526,
LESTE,04/02/2025,6,SAC,A06467,860002546,860002546,MINIMALISTA LEVE,INFILTRAÇÃO,CONCLUIDO,1,0,100%,24/02/2025,,ABRIGO,527,
LESTE,04/02/2025,6,SAC,T18559,4607634,4607634,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,12/02/2025,,TOTEM,528,
SUL,04/02/2025,6,SAC,T18097,6902178,6902178,TOTEM,PISO PODOTÁTIL AUSENTE OU DANIFICADO,CONCLUIDO,1,0,100%,13/02/2025,,TOTEM,529,
MATRIZ,04/02/2025,6,SAC,A02489,910002024,910002024,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,530,
LESTE,04/02/2025,6,SAC,A05858,350002455,350002455,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,05/02/2025,,ABRIGO,531,
LESTE,04/02/2025,6,SAC,A02523,10012697,10012697,CAOS LEVE,INFILTRAÇÃO,CONCLUIDO,1,0,100%,18/02/2025,,ABRIGO,532,
LESTE,04/02/2025,6,SAC,T11274,820008836,820008836,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,14/02/2025,,TOTEM,533,
SUL,04/02/2025,6,COP,A01501,720010444-1,720010444,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,12/02/2025,,ABRIGO,534,
MATRIZ,04/02/2025,6,SAC,A07784,340015339-1,340015339,CAOS LEVE,BANCO DANIFICADO,CONCLUIDO,1,0,100%,05/02/2025,,ABRIGO,535,
LESTE,04/02/2025,6,SAC,CRIAR CODIGO,VERIFICAR,100014327,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,14/02/2025,,TOTEM,536,
LESTE,04/02/2025,6,SAC,A02010,100014556,100014556,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,14/02/2025,,ABRIGO,537,
LESTE,04/02/2025,6,SAC,A02854,1010092,1010092,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,27/02/2025,,ABRIGO,538,
MATRIZ,04/02/2025,6,SAC,A03232,410003280,410003280,MINIMALISTA LEVE,COBERTURA DANIFICADA,CONCLUIDO,1,0,100%,14/02/2025,,ABRIGO,539,
LESTE,04/02/2025,6,SAC,A05799,860012124,860012124,BRUTALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,540,
LESTE,04/02/2025,6,SAC,A07940,860012108,860012108,BRUTALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,541,
MATRIZ,04/02/2025,6,COP,T14603,6811361,6811361,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,12/02/2025,,TOTEM,542,
MATRIZ,04/02/2025,6,SAC,A05083,910000863,910000863,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,14/02/2025,,ABRIGO,543,
MATRIZ,04/02/2025,6,SAC,A04587,9600691,9600691,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,544,
LESTE,04/02/2025,6,SAC,A05499,250005844,250005844,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,12/02/2025,,ABRIGO,545,
LESTE,04/02/2025,6,SAC,A02570,820012556,820012556,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,14/02/2025,,ABRIGO,546,
LESTE,04/02/2025,6,SAC,A02554,820012563,820012563,BRUTALISTA,VIDRO EM GERAL,CONCLUIDO,1,0,100%,05/02/2025,,ABRIGO,547,
LESTE,04/02/2025,6,SAC,T19396,860002762,860002762,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,13/02/2025,,TOTEM,548,
LESTE,04/02/2025,6,SAC,A08345,6009458,6009458,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,14/02/2025,,ABRIGO,549,
MATRIZ,04/02/2025,6,SAC,A03163,640000166,640000166,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,550,
MATRIZ,04/02/2025,6,SAC,A03161,640000170,640000170,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,551,
MATRIZ,05/02/2025,6,INSTAGRAM,A00606,630015448-1,630015448,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/02/2025,,ABRIGO,552,
MATRIZ,05/02/2025,6,INSTAGRAM,A02851,630015449-1,630015449,CAOS ESTRUTURADO,ADESIVO,CONCLUIDO,1,0,100%,24/02/2025,,ABRIGO,553,
MATRIZ,05/02/2025,6,INSTAGRAM,A00600,3406544-1,3406544,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/02/2025,,ABRIGO,554,
SUL,05/02/2025,6,SAC,A08514,VERIFICAR,560009217,MINIMALISTA LEVE,OUTRO,CONCLUIDO,1,0,100%,13/03/2025,,ABRIGO,555,
MATRIZ,05/02/2025,6,INSTAGRAM,CRIAR CODIGO,VERIFICAR,6311298,CORBUCCI,ADESIVO,CONCLUIDO,1,0,100%,12/03/2025,,ABRIGO,556,
MATRIZ,05/02/2025,6,SAC,A03098,410003578,410003578,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,14/02/2025,,ABRIGO,557,
MATRIZ,05/02/2025,6,COP,A01697,960011474,960011474,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,558,
SUL,05/02/2025,6,SAC,T00986,160010440,160010440,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,13/02/2025,,TOTEM,559,
MATRIZ,05/02/2025,6,INSTAGRAM,A02977,630015011,630015011,CORBUCCI,ADESIVO,CONCLUIDO,1,0,100%,21/02/2025,,ABRIGO,560,
SUL,05/02/2025,6,SAC,A00788,160010020,160010020,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,14/02/2025,,ABRIGO,561,
MATRIZ,05/02/2025,6,INSTAGRAM,T00955,6311369,6311369,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,TOTEM,562,
MATRIZ,05/02/2025,6,INSTAGRAM,T13367,6311395,6311395,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,TOTEM,563,
MATRIZ,05/02/2025,6,INSTAGRAM,A00602,630015450-1,630015450,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,ABRIGO,564,
SUL,06/02/2025,6,COP,CRIAR CODIGO,VERIFICAR,1703570,ABRIGO ANTIGO,ABRIGO DANIFICADO,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,565,
LESTE,06/02/2025,6,COP,A08236,860002495,860002495,BRUTALISTA LEVE,ABRIGO DANIFICADO,CONCLUIDO,1,0,100%,14/02/2025,,ABRIGO,566,
SUL,06/02/2025,6,SIMONE,T12477,1903928,1903928,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,TOTEM,567,
SUL,06/02/2025,6,SIMONE,T13568,1903941,1903941,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,TOTEM,568,
SUL,06/02/2025,6,SIMONE,T12445,1903925,1903925,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,12/02/2025,,TOTEM,569,
SUL,06/02/2025,6,SIMONE,T12446,1903926,1903926,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,18/02/2025,,TOTEM,570,
SUL,06/02/2025,6,SIMONE,T12447,1903927,1903927,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,12/02/2025,,TOTEM,571,
SUL,06/02/2025,6,SIMONE,T12418,1903929,1903929,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,13/02/2025,,TOTEM,572,
SUL,06/02/2025,6,SIMONE,T13434,1903942,1903942,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,13/02/2025,,TOTEM,573,
0,06/02/2025,6,COP,CRIAR CODIGO,VERIFICAR,420013087,ABRIGO ANTIGO,ABRIGO DANIFICADO,CONCLUIDO,1,0,100%,10/02/2025,,ABRIGO,574,
MATRIZ,06/02/2025,6,COP,A04766,210002118,210002118,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,12/02/2025,,ABRIGO,575,
LESTE,07/02/2025,6,SAC,T05147,50007338,50007338,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,10/02/2025,,TOTEM,576,
MATRIZ,07/02/2025,6,COP,A00118,60012952-1,60012952,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,11/03/2025,,ABRIGO,577,
MATRIZ,07/02/2025,6,SAC,T12269,VERIFICAR,940003946,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,13/02/2025,,TOTEM,578,
MATRIZ,07/02/2025,6,SAC,A03659,220013851,220013851,CAOS LEVE,COBERTURA DANIFICADA,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,579,
SUL,07/02/2025,6,SAC,T01470,VERIFICAR,8506709,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,10/02/2025,,TOTEM,580,
LESTE,07/02/2025,6,SAC,CRIAR CODIGO,VERIFICAR,7704196,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,12/02/2025,,TOTEM,581,
SUL,07/02/2025,6,SAC,T18104,4203878,4203878,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,13/02/2025,,TOTEM,582,
SUL,07/02/2025,6,SAC,A08028,270016183,270016183,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,12/02/2025,,ABRIGO,583,
LESTE,07/02/2025,6,SAC,A08723,40012309-1,40012309,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,584,
LESTE,07/02/2025,6,COP,A02552,80014106,80014106,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,10/02/2025,,ABRIGO,585,
SUL,08/02/2025,6,COP,A06299,230009839-1,230009839,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,14/02/2025,,ABRIGO,586,
LESTE,09/02/2025,7,COP,A08147,350012101,350012101,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,18/02/2025,,ABRIGO,587,
0,10/02/2025,7,SAC,CRIAR CODIGO,VERIFICAR,0,TOTEM ANTIGO,SUBSTITUIÇÃO DE EQUIPAMENTO,CONCLUIDO,1,0,100%,06/03/2025,,ABRIGO,588,
LESTE,10/02/2025,7,SAC,A06351,7704099,7704099,BRUTALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,10/03/2025,,ABRIGO,589,
LESTE,10/02/2025,7,COP,A01790,100014592,100014592,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,20/02/2025,,ABRIGO,590,
LESTE,10/02/2025,7,COP,A07708,VERIFICAR,320007471,BRUTALISTA LEVE,ABALROADO,CONCLUIDO,1,0,100%,11/03/2025,,ABRIGO,591,
SUL,10/02/2025,7,SAC,A04584,920016409-1,920016409,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,21/02/2025,,ABRIGO,592,
MATRIZ,10/02/2025,7,SAC,A03387,730000205,730000205,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,20/02/2025,,ABRIGO,593,
SUL,10/02/2025,7,COP,A03519,170011289,170011289,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,12/02/2025,,ABRIGO,594,
LESTE,10/02/2025,7,SAC,A01862,490016448-1,490016448,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,24/02/2025,,ABRIGO,595,
LESTE,11/02/2025,7,SAC,A01998,700013961,700013961,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,24/02/2025,,ABRIGO,596,
MATRIZ,11/02/2025,7,SAC,T11958,900014776,900014776,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,19/02/2025,,TOTEM,597,
SUL,11/02/2025,7,SAC,T10323,690006928,690006928,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,20/02/2025,,TOTEM,598,
SUL,11/02/2025,7,SAC,A08600,6905505,6905505,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,21/02/2025,,ABRIGO,599,
LESTE,11/02/2025,7,SAC,A05998,3214670,3214670,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,25/02/2025,,ABRIGO,600,
SUL,11/02/2025,7,OUVIDORIA,A04448,160015581-1,160015581,CAOS LEVE,PISO PODOTÁTIL AUSENTE OU DANIFICADO,CONCLUIDO,1,0,100%,13/02/2025,,ABRIGO,601,
SUL,11/02/2025,7,OUVIDORIA,T19588,160015591,160015591,TOTEM,PISO PODOTÁTIL AUSENTE OU DANIFICADO,CONCLUIDO,1,0,100%,13/02/2025,,TOTEM,602,
MATRIZ,11/02/2025,7,SAC,A08467,840004403,840004403,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,19/02/2025,,ABRIGO,603,
SUL,11/02/2025,7,SAC,T17884,150010326,150010326,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,20/02/2025,,TOTEM,604,
SUL,12/02/2025,7,SAC,T18104,4203878,4203878,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,13/02/2025,,TOTEM,605,
SUL,12/02/2025,7,SAC,T18103,4203879,4203879,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,13/02/2025,,TOTEM,606,
MATRIZ,12/02/2025,7,SAC,A02435,880000710,880000710,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,20/02/2025,,ABRIGO,607,
0,12/02/2025,7,SAC,CRIAR CODIGO,VERIFICAR,0,TOTEM,0,CONCLUIDO,1,0,100%,14/03/2025,,TOTEM,608,
SUL,12/02/2025,7,COP,A04427,690017095,690017095,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,27/02/2025,,ABRIGO,609,
MATRIZ,12/02/2025,7,COP,T09884,630012858,630012858,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,19/02/2025,,TOTEM,610,
SUL,12/02/2025,7,SAC,A08661,330016196,330016196,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,12/02/2025,,ABRIGO,611,
SUL,12/02/2025,7,SAC,A08582,1903924-1,1903924,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,20/02/2025,,ABRIGO,612,
SUL,12/02/2025,7,SAC,T01232,690006900,690006900,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,20/02/2025,,TOTEM,613,
MATRIZ,14/02/2025,7,COP,CRIAR CODIGO,VERIFICAR,6607186,BRUTALISTA LEVE,ABRIGO DANIFICADO,CONCLUIDO,1,0,100%,18/02/2025,,ABRIGO,614,
MATRIZ,14/02/2025,7,SAC,A08351,60014604,60014604,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,19/02/2025,,ABRIGO,615,
0,14/02/2025,7,SAC,CRIAR CODIGO,VERIFICAR,6110834,TOTEM ANTIGO,SUBSTITUIÇÃO DE EQUIPAMENTO,CONCLUIDO,1,0,100%,13/03/2025,,ABRIGO,616,
SUL,14/02/2025,7,SAC,T10346,690011051,690011051,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,20/02/2025,,TOTEM,617,
LESTE,14/02/2025,7,SAC,T18990,3609181,3609181,TOTEM,PISO PODOTÁTIL AUSENTE OU DANIFICADO,CONCLUIDO,1,0,100%,21/02/2025,,TOTEM,618,
LESTE,14/02/2025,7,SAC,T19119,VERIFICAR,1410097,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,20/02/2025,,TOTEM,619,
0,14/02/2025,7,SAC,CRIAR CODIGO,VERIFICAR,7704039,TOTEM ANTIGO,SUBSTITUIÇÃO DE EQUIPAMENTO,CONCLUIDO,1,0,100%,13/03/2025,,ABRIGO,620,
0,14/02/2025,7,SAC,CRIAR CODIGO,VERIFICAR,7704038,TOTEM ANTIGO,SUBSTITUIÇÃO DE EQUIPAMENTO,CONCLUIDO,1,0,100%,13/03/2025,,ABRIGO,621,
LESTE,14/02/2025,7,SAC,A05509,250005841,250005841,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,21/02/2025,,ABRIGO,622,
LESTE,14/02/2025,7,SAC,A01812,700016868,700016868,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,24/02/2025,,ABRIGO,623,
LESTE,15/02/2025,7,COP,T19119,VERIFICAR,1410097,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,20/02/2025,,TOTEM,624,
MATRIZ,15/02/2025,7,COP,T00122,960011227,960011227,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,20/02/2025,,TOTEM,625,
0,15/02/2025,7,COP,CRIAR CODIGO,VERIFICAR,750007572,ABRIGO ANTIGO,COBERTURA DANIFICADA,CONCLUIDO,1,0,100%,12/03/2025,,ABRIGO,626,
LESTE,16/02/2025,8,COP,A05801,860012107,860012107,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,11/03/2025,,ABRIGO,627,
MATRIZ,16/02/2025,8,COP,CRIAR CODIGO,VERIFICAR,9600701,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,19/02/2025,,TOTEM,628,
0,17/02/2025,8,COP,A06745,9607458-1,9607458,CAOS LEVE,OUTRO,CONCLUIDO,1,0,100%,17/02/2025,,ABRIGO,629,
0,17/02/2025,8,COP,A06743,9607459-1,9607459,CAOS LEVE,OUTRO,CONCLUIDO,1,0,100%,17/02/2025,,ABRIGO,630,
LESTE,17/02/2025,8,SAC,A00008,570014298,570014298,CAOS LEVE,PISO ENTORNO INADEQUADO,CONCLUIDO,1,0,100%,18/02/2025,,ABRIGO,631,
SUL,17/02/2025,8,SAC,T10325,690006930,690006930,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,20/02/2025,,TOTEM,632,
LESTE,17/02/2025,8,SAC,A05540,250005954,250005954,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,21/02/2025,,ABRIGO,633,
SUL,17/02/2025,8,SAC,A08390,330016301,330016301,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,20/02/2025,,ABRIGO,634,
SUL,17/02/2025,8,SAC,A08552,6905432,6905432,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,24/02/2025,,ABRIGO,635,
SUL,17/02/2025,8,SAC,A01375,690011056,690011056,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,20/02/2025,,ABRIGO,636,
MATRIZ,17/02/2025,8,SAC,A04829,290001356,290001356,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,20/02/2025,,ABRIGO,637,
MATRIZ,17/02/2025,8,SAC,A04828,290001354,290001354,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,20/02/2025,,ABRIGO,638,
MATRIZ,17/02/2025,8,SAC,A04829,290001356,290001356,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,20/02/2025,,ABRIGO,639,
MATRIZ,17/02/2025,8,COP,A07187,9607479,9607479,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,19/02/2025,,ABRIGO,640,
LESTE,17/02/2025,8,SAC,A04609,490001623,490001623,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,24/02/2025,,ABRIGO,641,
SUL,18/02/2025,8,COP,T01751,VERIFICAR,270016101,TOTEM,SUPRIMIDO,CONCLUIDO,1,0,100%,27/02/2025,,TOTEM,642,
LESTE,18/02/2025,8,COP,A02553,80014104,80014104,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,25/02/2025,,ABRIGO,643,
SUL,18/02/2025,8,SAC,A00281,4203812,4203812,CAOS LEVE,PISO ENTORNO INADEQUADO,CONCLUIDO,1,0,100%,06/03/2025,,ABRIGO,644,
LESTE,18/02/2025,8,SAC,A05850,350002389,350002389,BRUTALISTA LEVE,OUTRO,CONCLUIDO,1,0,100%,28/02/2025,,ABRIGO,645,
MATRIZ,18/02/2025,8,SAC,A08079,640000433,640000433,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,07/03/2025,,ABRIGO,646,
LESTE,18/02/2025,8,SAC,T11269,820005465,820005465,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,27/02/2025,,TOTEM,647,
LESTE,18/02/2025,8,COP,T17438,VERIFICAR,180005341,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,20/02/2025,,TOTEM,648,
MATRIZ,19/02/2025,8,SAC,A07639,910000812,910000812,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,26/02/2025,,ABRIGO,649,
SUL,19/02/2025,8,COP,A04155,420013266,420013266,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,07/03/2025,,ABRIGO,650,
LESTE,19/02/2025,8,COP,A06657,950006600,950006600,CAOS LEVE,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,13/03/2025,,ABRIGO,651,
LESTE,19/02/2025,8,COP,T19151,VERIFICAR,7504976,TOTEM,SUPRIMIDO,CONCLUIDO,1,0,100%,28/02/2025,,TOTEM,652,
SUL,19/02/2025,8,SAC,T00935,6905500,6905500,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,19/03/2025,,TOTEM,653,
SUL,19/02/2025,8,SAC,T10346,690011051,690011051,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,20/02/2025,,TOTEM,654,
LESTE,19/02/2025,8,COP,A02504,870008714,870008714,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,20/02/2025,,ABRIGO,655,
MATRIZ,19/02/2025,8,SAC,A02458,910000768,910000768,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,26/02/2025,,ABRIGO,656,
MATRIZ,19/02/2025,8,COP,A02308,710017212,710017212,BRUTALISTA,ADESIVO,CONCLUIDO,1,0,100%,07/03/2025,,ABRIGO,657,
LESTE,19/02/2025,8,COP,T12552,930012472,930012472,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,18/03/2025,,TOTEM,658,
