OFS,ELT,N ELETRO,REGIÃO,BAIRRO,ENDEREÇO,EQUIPAMENTO,LATITUDE,LONGITUDE,FILIAL,OCORRÊNCIAS,TIPO DE OCORRÊNCIAS,MANUTENÇÃO,STATUS,%
975639,20188382,A02657,LESTE,MOOCA,"RUA BARAO DE MONTE SANTO (RUA SARAPUI ), OP 5",CAOS LEVE,-23.566.614,-46.601.415,FILIAL LESTE,Totem,Com Colagem,Preventiva,1,0%
975639,20188382,A02657,LESTE,MOOCA,"RUA BARAO DE MONTE SANTO (RUA SARAPUI ), OP 5",CAOS LEVE,-23.566.614,-46.601.415,FILIAL LESTE,Vidro,Colagem,Preventiva,1,0%
975646,20188392,T09137,LESTE,MOOCA,"RUA DOM JOAQUIM DE MELO, 150",TOTEM MARROM,-23.566.624,-46.599.537,FILIAL LESTE,Itinerario,Ausente,Preventiva,1,0%
975646,20188392,T09137,LESTE,MOOCA,"RUA DOM JOAQUIM DE MELO, 150",TOTEM MARROM,-23.566.624,-46.599.537,FILIAL LESTE,Itinerario,Pictograma Danificado,Preventiva,1,0%
975649,20188395,A07219,LESTE,MOOCA,"RUA DOM JOAQUIM DE MELO, 203",CAOS LEVE,-23.566.765,-46.599.027,FILIAL LESTE,Itinerario,Ausente,Preventiva,1,0%
975672,20188412,A00847,LESTE,MOOCA,"RUA JOÃO TOBIAS, 10",CAOS LEVE,-23.546.901,-46.599.592,FILIAL LESTE,Elétrica,Luminária Acesa de Dia,Corretiva,1,0%
975672,20188412,A00847,LESTE,MOOCA,"RUA JOÃO TOBIAS, 10",CAOS LEVE,-23.546.901,-46.599.592,FILIAL LESTE,Piso,Podotatil Danificado,Corretiva,1,0%
909071,20137809,A08814,SUL,VILA ANDRADE,"AVENIDA HEBE CAMARGO, SN",CAOS LEVE,-23.621.281,-46.724.151,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
909096,20137834,A08547,SUL,VILA ANDRADE,"RUA ITAPAIUNA, 1092",CAOS LEVE,-23.638.612,-46.727.562,FILIAL SUL,Estrutura Abrigo,Spider,Corretiva,1,0%
910213,20138679,T11636,SUL,VILA ANDRADE,"RUA DEPUTADO LAERCIO CORTE, 433",TOTEM MARROM,-23.624.801,-46.725.184,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910218,20138680,T11635,SUL,VILA ANDRADE,"RUA DEPUTADO LAERCIO CORTE, 434",TOTEM MARROM,-23.624.663,-46.725.297,FILIAL SUL,Totem,Inexistente/Suprimido,Corretiva,1,0%
910229,20138689,T11637,SUL,VILA ANDRADE,"RUA DEPUTADO LAERCIO CORTE, 625",TOTEM MARROM,-23.626.444,-46.724.253,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
910238,20138691,T11638,SUL,VILA ANDRADE,"RUA DEPUTADO LAERCIO CORTE, 624",TOTEM MARROM,-23.626.299,-46.724.230,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
910252,20138699,T11639,SUL,VILA ANDRADE,"RUA DEPUTADO LAERCIO CORTE, 992",TOTEM MARROM,-23.628.880,-46.723.738,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910258,20138705,T11640,SUL,VILA ANDRADE,"RUA DEPUTADO LAERCIO CORTE, 993",TOTEM MARROM,-23.628.968,-46.723.833,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910277,20138710,T11641,SUL,VILA ANDRADE,"RUA DEPUTADO LAERCIO CORTE, 1455",TOTEM MARROM,-23.632.314,-46.724.866,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910284,20138711,T17475,SUL,VILA ANDRADE,"RUA DEPUTADO LAERCIO CORTE, 1200",TOTEM MARROM,-23.632.428,-46.724.716,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
910307,20138728,T11645,SUL,VILA ANDRADE,"RUA DOUTOR JOSE GUSTAVO BUSH, OP 445",TOTEM MARROM,-23.625.478,-46.720.951,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
910312,20138733,A01587,SUL,VILA ANDRADE,"RUA PROFESSOR BENEDITO MONTENEGRO, OP 576",CAOS LEVE,-23.625.131,-46.717.720,FILIAL SUL,Cobertura,Ferrugem,Corretiva,1,0%
910316,20138735,T11664,SUL,VILA ANDRADE,"RUA PROFESSOR BENEDITO MONTENEGRO, SN",TOTEM MARROM,-23.625.050,-46.717.776,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
910322,20138743,T11662,SUL,VILA ANDRADE,"RUA PAULO II, 35",TOTEM MARROM,-23.621.827,-46.715.512,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
910333,20138753,T11663,SUL,VILA ANDRADE,"RUA PROFESSOR BENEDITO MONTENEGRO, 449",TOTEM MARROM,-23.620.398,-46.714.339,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
910343,20138759,T11632,SUL,VILA ANDRADE,"RUA COLEGIO PIO XII, 233",TOTEM MARROM,-23.618.559,-46.712.720,FILIAL SUL,Piso,Podotatil Ausente,Preventiva,1,0%
910349,20138765,A01339,SUL,VILA ANDRADE,"RUA COLEGIO PIO XII, 233",CAOS ESTRUTURADO,-23.618.592,-46.712.904,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910356,20138771,A04573,SUL,VILA ANDRADE,"RUA PROFESSOR BENEDITO MONTENEGRO, 448",CAOS LEVE,-23.620.279,-46.714.359,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910363,20138777,T11643,SUL,VILA ANDRADE,"RUA DOUTOR CHIBATA MIYAKOSHI, 100",TOTEM MARROM,-23.625.502,-46.721.556,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
910369,20138782,T16042,SUL,VILA ANDRADE,"RUA IRAPARA, OP 200",TOTEM MARROM,-23.623.230,-46.724.979,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
910389,20138795,A04568,SUL,VILA ANDRADE,"AVENIDA HEBE CAMARGO (TP 746K-10), SN",CAOS LEVE,-23.618.427,-46.721.865,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
910393,20138799,A04569,SUL,VILA ANDRADE,"AVENIDA HEBE CAMARGO (TP 746K-10), SN",CAOS LEVE,-23.618.427,-46.721.865,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
910412,20138818,A01919,SUL,VILA ANDRADE,"AVENIDA HEBE CAMARGO, SN",CAOS LEVE,-23.618.053,-46.721.418,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
910753,20139040,T13138,SUL,VILA ANDRADE,"AVENIDA HEBE CAMARGO, SN",TOTEM MARROM,-23.622.429,-46.726.709,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
910756,20139043,T16478,SUL,VILA ANDRADE,"RUA ITAPAIUNA, 1350",TOTEM MARROM,-2.363.168,-467.279,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
910772,20139048,T11651,SUL,VILA ANDRADE,"RUA ITAPAIUNA, 1500",TOTEM MARROM,-23.635.864,-46.727.233,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
910788,20139050,T16524,SUL,VILA ANDRADE,"RUA ITAPAIUNA, OP 1082",TOTEM MARROM,-23.639.642,-46.727.442,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910804,20139053,T11652,SUL,VILA ANDRADE,"RUA ITAPAIUNA, 1300",TOTEM MARROM,-23.636.549,-46.726.946,FILIAL SUL,Itinerario,Divergente,Preventiva,1,0%
910804,20139053,T11652,SUL,VILA ANDRADE,"RUA ITAPAIUNA, 1300",TOTEM MARROM,-23.636.549,-46.726.946,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
910814,20139057,T12694,SUL,VILA ANDRADE,"AVENIDA DONA HELENA PEREIRA DE MORAES, 415",TOTEM MARROM,-23.634.505,-46.726.122,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
910816,20139058,T12693,SUL,VILA ANDRADE,"AVENIDA DONA HELENA PEREIRA DE MORAES, 290",TOTEM MARROM,-23.634.215,-46.725.724,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
910826,20139065,A07257,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, 1221",CAOS LEVE,-23.634.352,-46.727.898,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910828,20139067,T01064,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, OP 766",TOTEM MARROM,-23.633.494,-46.731.482,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
910840,20139076,A01586,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, 181",CAOS LEVE,-23.635.108,-46.734.091,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910840,20139076,A01586,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, 181",CAOS LEVE,-23.635.108,-46.734.091,FILIAL SUL,Totem,Com Ferrugem,Preventiva,1,0%
910840,20139076,A01586,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, 181",CAOS LEVE,-23.635.108,-46.734.091,FILIAL SUL,Estrutura Abrigo,Base do Assento com Ferrugem,Corretiva,1,0%
910844,20139080,T01763,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, 45",TOTEM MARROM,-23.637.564,-46.736.510,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910847,20139083,T01674,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, 44",TOTEM MARROM,-23.638.020,-46.736.603,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
910847,20139083,T01674,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, 44",TOTEM MARROM,-23.638.020,-46.736.603,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910851,20139089,T16462,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, 330",TOTEM MARROM,-236.357.878,-467.348.696,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910851,20139089,T16462,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, 330",TOTEM MARROM,-236.357.878,-467.348.696,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
910863,20139110,T01743,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, 762",TOTEM MARROM,-23.633.747,-46.731.978,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
910863,20139110,T01743,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, 762",TOTEM MARROM,-23.633.747,-46.731.978,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910867,20139114,T00755,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, 1082",TOTEM MARROM,-23.634.022,-46.728.511,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
910867,20139114,T00755,SUL,VILA ANDRADE,"RUA JOSE RAMON URTIZA, 1082",TOTEM MARROM,-23.634.022,-46.728.511,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
910892,20139125,A01584,SUL,VILA ANDRADE,"AVENIDA MAJOR SYLVIO DE MAGALHAES PADILHA, 16747",BRUTALISTA,-23.630.197,-46.717.298,FILIAL SUL,Estrutura Abrigo,Colagem,Preventiva,1,0%
910892,20139125,A01584,SUL,VILA ANDRADE,"AVENIDA MAJOR SYLVIO DE MAGALHAES PADILHA, 16747",BRUTALISTA,-23.630.197,-46.717.298,FILIAL SUL,Totem,Com Colagem,Preventiva,1,0%
910899,20139133,A01585,SUL,VILA ANDRADE,"AVENIDA MAJOR SYLVIO DE MAGALHAES PADILHA, 16747",BRUTALISTA,-23.630.197,-46.717.298,FILIAL SUL,Painel,Porta Aberta,Corretiva,1,0%
917672,20144647,A08637,SUL,VILA ANDRADE,"RUA JOSE PEDRO DE CARVALHO LIMA, SN",MINIMALISTA LEVE,-23.624.209,-46.727.503,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
917683,20144651,T14182,SUL,VILA ANDRADE,"RUA ANTONIO FERREIRA DE CASTILHO, 388",TOTEM MARROM,-23.622.811,-46.728.270,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
917683,20144651,T14182,SUL,VILA ANDRADE,"RUA ANTONIO FERREIRA DE CASTILHO, 388",TOTEM MARROM,-23.622.811,-46.728.270,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
917683,20144651,T14182,SUL,VILA ANDRADE,"RUA ANTONIO FERREIRA DE CASTILHO, 388",TOTEM MARROM,-23.622.811,-46.728.270,FILIAL SUL,Totem,Pichação,Preventiva,1,0%
917693,20144658,T14601,SUL,VILA ANDRADE,"RUA ANTONIO FERREIRA DE CASTILHO, SN",TOTEM MARROM,-23.622.107,-46.727.785,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
917693,20144658,T14601,SUL,VILA ANDRADE,"RUA ANTONIO FERREIRA DE CASTILHO, SN",TOTEM MARROM,-23.622.107,-46.727.785,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
917693,20144658,T14601,SUL,VILA ANDRADE,"RUA ANTONIO FERREIRA DE CASTILHO, SN",TOTEM MARROM,-23.622.107,-46.727.785,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
917704,20144666,T13225,SUL,VILA ANDRADE,"RUA DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, 320",TOTEM MARROM,-23.621.487,-46.728.535,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
917704,20144666,T13225,SUL,VILA ANDRADE,"RUA DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, 320",TOTEM MARROM,-23.621.487,-46.728.535,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
917704,20144666,T13225,SUL,VILA ANDRADE,"RUA DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, 320",TOTEM MARROM,-23.621.487,-46.728.535,FILIAL SUL,Totem,Com Ferrugem,Preventiva,1,0%
917704,20144666,T13225,SUL,VILA ANDRADE,"RUA DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, 320",TOTEM MARROM,-23.621.487,-46.728.535,FILIAL SUL,Piso,Sujo,Preventiva,1,0%
917717,20144677,T12909,SUL,VILA ANDRADE,"RUA DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, 141",TOTEM MARROM,-23.621.430,-46.728.588,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
917717,20144677,T12909,SUL,VILA ANDRADE,"RUA DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, 141",TOTEM MARROM,-23.621.430,-46.728.588,FILIAL SUL,Totem,Com Colagem,Preventiva,1,0%
917732,20144684,T18724,SUL,VILA ANDRADE,"RUA DOUTOR FRANCISCO DEGNI, 51",TOTEM MARROM,-23.619.007,-46.731.585,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
917732,20144684,T18724,SUL,VILA ANDRADE,"RUA DOUTOR FRANCISCO DEGNI, 51",TOTEM MARROM,-23.619.007,-46.731.585,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
917764,20144702,T13050,SUL,VILA ANDRADE,"AVENIDA DOUTOR GUILHERME DUMONT VILLARES, 2449",TOTEM MARROM,-23.627.042,-46.736.424,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
917764,20144702,T13050,SUL,VILA ANDRADE,"AVENIDA DOUTOR GUILHERME DUMONT VILLARES, 2449",TOTEM MARROM,-23.627.042,-46.736.424,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
917764,20144702,T13050,SUL,VILA ANDRADE,"AVENIDA DOUTOR GUILHERME DUMONT VILLARES, 2449",TOTEM MARROM,-23.627.042,-46.736.424,FILIAL SUL,Totem,Pichação,Preventiva,1,0%
917774,20144710,T17662,SUL,VILA ANDRADE,"AVENIDA DOUTOR GUILHERME DUMONT VILLARES, 2205",TOTEM MARROM,-23.623.351,-46.737.569,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
917793,20144726,A01712,SUL,VILA ANDRADE,"RUA MARECHAL HASTIMPHILO DE MOURA, 795",CAOS LEVE,-23.615.390,-46.740.437,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
917804,20144738,A01713,SUL,VILA ANDRADE,"RUA MARECHAL HASTIMPHILO DE MOURA, OP 795",CAOS LEVE,-23.615.286,-46.740.373,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
917818,20144748,A08740,SUL,VILA ANDRADE,"RUA MARECHAL HASTIMPHILO DE MOURA, 379",CAOS LEVE,-23.617.108,-46.736.902,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
917831,20144757,A01711,SUL,VILA ANDRADE,"RUA MARECHAL HASTIMPHILO DE MOURA, 338",CAOS LEVE,-23.616.988,-46.736.355,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
917849,20144774,T13106,OESTE,VILA SONIA,"AVENIDA DOUTOR GUILHERME DUMONT VILLARES, 1029",TOTEM MARROM,-23.611.739,-46.741.360,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
917849,20144774,T13106,OESTE,VILA SONIA,"AVENIDA DOUTOR GUILHERME DUMONT VILLARES, 1029",TOTEM MARROM,-23.611.739,-46.741.360,FILIAL SUL,Piso,Sujo,Preventiva,1,0%
917894,20144806,A01708,SUL,VILA ANDRADE,"RUA DOUTOR LUIZ MIGLIANO, OP 1260",CAOS LEVE,-23.616.778,-46.742.940,FILIAL SUL,Estrutura Abrigo,Pichação,Preventiva,1,0%
917894,20144806,A01708,SUL,VILA ANDRADE,"RUA DOUTOR LUIZ MIGLIANO, OP 1260",CAOS LEVE,-23.616.778,-46.742.940,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
917894,20144806,A01708,SUL,VILA ANDRADE,"RUA DOUTOR LUIZ MIGLIANO, OP 1260",CAOS LEVE,-23.616.778,-46.742.940,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
917905,20144816,A01977,SUL,VILA ANDRADE,"RUA DOUTOR LUIZ MIGLIANO, SN",CAOS LEVE,-23.619.232,-46.742.705,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
917905,20144816,A01977,SUL,VILA ANDRADE,"RUA DOUTOR LUIZ MIGLIANO, SN",CAOS LEVE,-23.619.232,-46.742.705,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
917912,20144822,T17618,SUL,VILA ANDRADE,"RUA DOUTOR LUIZ MIGLIANO, 1870",TOTEM MARROM,-23.619.936,-467.425.444,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
917918,20144828,T16158,SUL,VILA ANDRADE,"RUA DOUTOR LUIZ MIGLIANO, 2050",TOTEM MARROM,-23.621.918,-46.740.748,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
917919,20144831,T16158,SUL,VILA ANDRADE,"RUA DOUTOR LUIZ MIGLIANO, 2050",TOTEM MARROM,-23.621.918,-46.740.748,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
917930,20144838,A01704,SUL,VILA ANDRADE,"RUA DOUTOR LUIZ MIGLIANO (RUA CHERPITEL), 1947",CAOS LEVE,-23.622.598,-46.738.891,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
917930,20144838,A01704,SUL,VILA ANDRADE,"RUA DOUTOR LUIZ MIGLIANO (RUA CHERPITEL), 1947",CAOS LEVE,-23.622.598,-46.738.891,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
918109,20144981,T12597,SUL,VILA ANDRADE,"AVENIDA DOUTOR GUILHERME DUMONT VILLARES, SN",TOTEM MARROM,-23.624.615,-46.737.235,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
918113,20144988,T16548,SUL,VILA ANDRADE,"RUA JANDIATUBA, 559",TOTEM MARROM,-23.629.982,-46.734.911,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
918222,20145080,A01342,OESTE,MORUMBI,"RUA DOUTOR FLAVIO AMERICO MAURANO, 965",CAOS LEVE,-23.612.143,-46.721.997,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
918222,20145080,A01342,OESTE,MORUMBI,"RUA DOUTOR FLAVIO AMERICO MAURANO, 965",CAOS LEVE,-23.612.143,-46.721.997,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
918222,20145080,A01342,OESTE,MORUMBI,"RUA DOUTOR FLAVIO AMERICO MAURANO, 965",CAOS LEVE,-23.612.143,-46.721.997,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
918222,20145080,A01342,OESTE,MORUMBI,"RUA DOUTOR FLAVIO AMERICO MAURANO, 965",CAOS LEVE,-23.612.143,-46.721.997,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
918222,20145080,A01342,OESTE,MORUMBI,"RUA DOUTOR FLAVIO AMERICO MAURANO, 965",CAOS LEVE,-23.612.143,-46.721.997,FILIAL SUL,Itinerario,Divergente,Preventiva,1,0%
918237,20145093,A02696,OESTE,MORUMBI,"RUA FLAVIO AMERICO MAURANO, 831",CAOS LEVE,-23.611.902,-46.720.597,FILIAL SUL,Estrutura Abrigo,Banco Pichado,Preventiva,1,0%
918237,20145093,A02696,OESTE,MORUMBI,"RUA FLAVIO AMERICO MAURANO, 831",CAOS LEVE,-23.611.902,-46.720.597,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
918237,20145093,A02696,OESTE,MORUMBI,"RUA FLAVIO AMERICO MAURANO, 831",CAOS LEVE,-23.611.902,-46.720.597,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
918237,20145093,A02696,OESTE,MORUMBI,"RUA FLAVIO AMERICO MAURANO, 831",CAOS LEVE,-23.611.902,-46.720.597,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
918237,20145093,A02696,OESTE,MORUMBI,"RUA FLAVIO AMERICO MAURANO, 831",CAOS LEVE,-23.611.902,-46.720.597,FILIAL SUL,Cobertura,Suja,Preventiva,1,0%
918253,20145108,A01341,OESTE,MORUMBI,"RUA DOUTOR FLAVIO AMERICO MAURANO (PRACA ENG ADOLFO P FILHO), 176",CAOS LEVE,-23.613.557,-46.715.653,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
918253,20145108,A01341,OESTE,MORUMBI,"RUA DOUTOR FLAVIO AMERICO MAURANO (PRACA ENG ADOLFO P FILHO), 176",CAOS LEVE,-23.613.557,-46.715.653,FILIAL SUL,Estrutura Abrigo,Sujo,Preventiva,1,0%
918253,20145108,A01341,OESTE,MORUMBI,"RUA DOUTOR FLAVIO AMERICO MAURANO (PRACA ENG ADOLFO P FILHO), 176",CAOS LEVE,-23.613.557,-46.715.653,FILIAL SUL,Itinerario,Divergente,Preventiva,1,0%
918257,20145112,T19218,OESTE,MORUMBI,"RUA DOUTOR FLAVIO AMERICO MAURANO, 220",TOTEM MARROM,-23.613.329,-46.715.696,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
918270,20145118,T18960,OESTE,MORUMBI,"RUA BARAO DE CASA BRANCA, 45",TOTEM MARROM,-23.611.932,-46.721.877,FILIAL SUL,Itinerario,Danificado Parcialmente,Corretiva,1,0%
918282,20145127,T09192,OESTE,MORUMBI,"AVENIDA JORGE JOAO SAAD, 1001",TOTEM MARROM,-23.596.450,-46.720.051,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
918282,20145127,T09192,OESTE,MORUMBI,"AVENIDA JORGE JOAO SAAD, 1001",TOTEM MARROM,-23.596.450,-46.720.051,FILIAL SUL,Itinerario,Divergente,Preventiva,1,0%
918287,20145128,T09193,OESTE,MORUMBI,"AVENIDA JORGE JOAO SAAD, 1101",TOTEM MARROM,-23.593.738,-46.720.786,FILIAL SUL,Itinerario,Divergente,Preventiva,1,0%
918318,20145154,T09195,OESTE,MORUMBI,"AVENIDA JORGE JOAO SAAD, 497",TOTEM MARROM,-23.590.209,-46.721.929,FILIAL SUL,Itinerario,Pictograma Danificado,Preventiva,1,0%
918318,20145154,T09195,OESTE,MORUMBI,"AVENIDA JORGE JOAO SAAD, 497",TOTEM MARROM,-23.590.209,-46.721.929,FILIAL SUL,Totem,Com Colagem,Preventiva,1,0%
918322,20145156,T18908,OESTE,MORUMBI,"AVENIDA JORGE JOAO SAAD, SN",TOTEM MARROM,-235.871.523,-467.239.242,FILIAL SUL,Itinerario,Ausente,Preventiva,1,0%
918322,20145156,T18908,OESTE,MORUMBI,"AVENIDA JORGE JOAO SAAD, SN",TOTEM MARROM,-235.871.523,-467.239.242,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
918327,20145158,A07584,OESTE,VILA SONIA,"AVENIDA JORGE JOAO SAAD, OP 52",CAOS LEVE,-23.587.013,-46.723.951,FILIAL SUL,Estrutura Abrigo,Colagem,Preventiva,1,0%
918333,20145166,A07584,OESTE,VILA SONIA,"AVENIDA JORGE JOAO SAAD, OP 52",CAOS LEVE,-23.587.013,-46.723.951,FILIAL SUL,Estrutura Abrigo,Colagem,Preventiva,1,0%
919322,20145876,T14626,OESTE,MORUMBI,"RUA REGENTE LEON KANIEFSKY, 519",TOTEM MARROM,-23.589.826,-46.716.702,FILIAL SUL,Sem Ocorrências,Sem Ocorrências,Preventiva,1,0%
919353,20145946,T17163,OESTE,MORUMBI,"RUA REGENTE LEON KANIEFSKY, 626",TOTEM MARROM,-235.896.158,-467.160.685,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
919356,20145948,T04055,OESTE,MORUMBI,"RUA TRES IRMAOS, 503",TOTEM MARROM,-23.588.861,-46.716.097,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
919429,20145964,A01345,OESTE,MORUMBI,"RUA TRES IRMAOS, 293",CAOS LEVE,-23.587.234,-46.716.933,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
919429,20145964,A01345,OESTE,MORUMBI,"RUA TRES IRMAOS, 293",CAOS LEVE,-23.587.234,-46.716.933,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
919492,20146007,T16319,OESTE,MORUMBI,"RUA JOSE JANNARELLI, 336",TOTEM MARROM,-23.587.745,-4.671.809,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
919523,20146023,A01343,OESTE,MORUMBI,"RUA JOSE JANNARELLI (RUA LICIO M AMARAL ), OP 125",CAOS LEVE,-23.585.994,-46.719.030,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
919523,20146023,A01343,OESTE,MORUMBI,"RUA JOSE JANNARELLI (RUA LICIO M AMARAL ), OP 125",CAOS LEVE,-23.585.994,-46.719.030,FILIAL SUL,Piso,Podotatil Danificado,Corretiva,1,0%
919523,20146023,A01343,OESTE,MORUMBI,"RUA JOSE JANNARELLI (RUA LICIO M AMARAL ), OP 125",CAOS LEVE,-23.585.994,-46.719.030,FILIAL SUL,Totem,Com Ferrugem,Preventiva,1,0%
919585,20146046,T14627,OESTE,MORUMBI,"RUA DOUTOR CLOVIS DE OLIVEIRA, 557",TOTEM MARROM,-23.589.722,-46.718.041,FILIAL SUL,Piso,Entorno Inadequado,Corretiva,1,0%
